"text","intent","sentiment"
"Pagi min!! mau pesan buat hadiah pernikahan. ada packaging spesial tidak yah??","order","positive"
"Ass wr wb. Min mau tanya. iyh kalo barang rusak itu lapor kemana yah??","inquiry","neutral"
"MIN BARANG SAYA RUSAK!!! SUDAH SEMINGGU TIDAK ADA SOLUSI!!! BAGAIMANA INI???","complaint","negative"
"min mau order dong, ada stok gk bray?","order","positive"
"ngab serius nih PO udh 2 minggu blm dikemas juga??","complaint","negative"
"sis spill dong cara order yg bener gmn","inquiry","neutral"
"gaskeun CO dulu ya min, transfernya kemana?","order","positive"
"ngab ini barang gw udh 3 hari di warehouse doang wkwk lucu bgt","complaint","negative"
"min ada diskon gk hari ini? FOMO bgt liat story temen","inquiry","neutral"
"bray mau PL dong kira2 aman gk tokonya?","inquiry","neutral"
"HALO MIN ada yg angkat gk?? udh nunggu 30 menit 💀","complaint","negative"
"sis rekomen dong produk yg bagus buat kulit kering","inquiry","neutral"
"gaskeun order 2 pcs ya, bisa dikirim hari ini gk?","order","positive"
"ngab admin kemana ya? chat dari tadi gk dibales","complaint","negative"
"spill dong min, bahannya beneran bagus ato zonk?","inquiry","neutral"
"CO dulu ya min! transfer ke rek yg mana?","order","positive"
"bray ini ekspedisinya kok lama bgt, 5 hari blm nyampe","complaint","negative"
"min ukuran S muat buat BB 55kg gk?","inquiry","neutral"
"mau order nih min, masih open?","order","positive"
"ngab slow respon bgt sih, toko lain udh bales 5x ini blm sama sekali 😭","complaint","negative"
"sis PL aman gk? ada jaminan gk klo barang gk sesuai?","inquiry","neutral"
"ok CO! total berapa ya min?","order","positive"
"FOMO banget liat yg lain udh dapet barangnya, punya gw kapan nih","complaint","negative"
"min, bisa custom warna gk bray?","inquiry","neutral"
"mau order 3 pcs sekaligus bisa gk min?","order","positive"
"ngab jujur deh, kenapa packagingnya selalu lama bgt??? ini udh ke 3 kali order","complaint","negative"
"spill harga grosir dong sis","inquiry","neutral"
"gas order ya, minta no resi ntar ya min","order","positive"
"min ini kenapa resi blm diupdate dari kemarin 💀 halo??","complaint","negative"
"bray ada size XL gk? buat hadiah","inquiry","neutral"
"CO nih, dl konfirm dulu ya min","order","positive"
"ngab nunggu dikemas aja bisa 3 hari, gimana mau fast respon wkwkwk","complaint","negative"
"sis katalog terbaru ada gk?","inquiry","neutral"
"mau PO batch selanjutnya min, kapan buka?","order","neutral"
"ini udh bayar dari kemarin min, kok blm ada konfirmasi??","complaint","negative"
"min produk ini cocok buat remaja gk?","inquiry","neutral"
"gas langsung transfer ya, reknya sama kan?","order","positive"
"ngab chat 2 jam gk dibales, emng lagi libur apa gmn admin???","complaint","negative"
"spill dong min biasanya brp hari sampe?","inquiry","neutral"
"CO dulu yaa, ntar konfirm transfernya","order","positive"
"FOMO bgt ngeliat temen2 udh pake produk ini, gw kapan nyampe","complaint","negative"
"bray bisa titip beliin gk? mau order buat temen juga","inquiry","neutral"
"oke mau order sekarang, still open kan?","order","positive"
"min ini beneran slow respon ato emng uda gk aktif tokonya 😭","complaint","negative"
"sis cara lacak resi dmn ya?","inquiry","neutral"
"transfer udh masuk ya min, tolong dikemas secepatnya","order","positive"
"ngab udh 4 hari masa dikemas doang belum selesai, legend bgt emang","complaint","negative"
"min ada garansi gk kalau barang cacat?","inquiry","neutral"
"mau nambahin order, bisa gk sebelum dikemas?","order","neutral"
"admin kemana sih??? nunggu dari pagi ini 🙄","complaint","negative"
"spill min, bahan cottonnya adem gk?","inquiry","neutral"
"gas order 5 pcs bray, harga grosir dong","order","positive"
"ngab ini tokonya masih hidup apa udah tutup permanen? sepi bgt","complaint","negative"
"min PL aman gk? first time nih","inquiry","neutral"
"CO ya min! metode pembayaran apa aja?","order","positive"
"ini udh komplen ke 2 kali tapi tetep aja slow respon, konsisten bgt ya wkwk","complaint","negative"
"sis ada ukuran chart gk?","inquiry","neutral"
"mau order hadiah ultah, bisa gift wrap gk min?","order","positive"
"ngab bray dikemas 3 hari itu udh kayak nunggu jodoh deh 💀","complaint","negative"
"min produk ini lagi trending gk? pengen FOMO juga nih","inquiry","neutral"
"gas langsung CO ya, mau bayar dp dulu bisa?","order","neutral"
"ini chat gw dari tadi pagi sampe malem blm dibales juga, wkwk oke deh","complaint","negative"
"spill dong min, reviewnya bagus semua ato ada yg zonk?","inquiry","neutral"
"transfer udh min, mohon segera diproses ya","order","positive"
"ngab slow respon udh jadi brand identity kali ya tokonya 😭","complaint","negative"
"bray bisa COD gk?","inquiry","neutral"
"semangat beli! CO sekarang ya min","order","positive"
"udh nunggu dikemas 2 hari, ini dikemas apa ditenun dulu wkwk","complaint","negative"
"min rekomen warna yg lagi hits apa?","inquiry","neutral"
"oke mau order sekarang, stok masih ada kan?","order","positive"
"ngab admin tolong dong dibalesnya, jgn cuma liat doang 😭","complaint","negative"
"sis ini ongkirnya kemana aja gratis?","inquiry","neutral"
"CO nih min, tolong konfirm ya","order","positive"
"FOMO bgt temen2 udh pakai semua, barang gw masih di toko aja","complaint","negative"
"min ada promo bundling gk?","inquiry","neutral"
"gas order 2 pasang sekarang ya min","order","positive"
"ngab ini ke 3 hari dikemas belum beres juga, rekor nih","complaint","negative"
"spill cara dapet harga terbaik dong bray","inquiry","neutral"
"transfer udh masuk kan min? tolong cek ya","order","neutral"
"admin tolong dong jangan ghosting, ini ada pertanyaan penting","complaint","negative"
"min returnya gmn caranya klo gk suka?","inquiry","neutral"
"oke siap CO, minta invoice ya ntar","order","positive"
"ngab beneran slow respon nih, dari subuh baru dibales malem 💀","complaint","negative"
"sis kualitas fotonya sama aslinya mirip gk?","inquiry","neutral"
"mau order buat reseller, ada harga khusus gk min?","order","neutral"
"ini komplain gw ketiga, tolong dibenerin sistemnya dong bray","complaint","negative"
"min cara jadi reseller gmn?","inquiry","neutral"
"gas langsung transfer ya, konfirm ntar","order","positive"
"ngab dikemas lama + slow respon, combo maut bgt emang toko ini wkwk","complaint","negative"
"spill min, beda PO sama ready stok apa?","inquiry","neutral"
"CO duluu, masih ada kan stoknya?","order","positive"
"ini udh 5 hari dari order sampe dikemas aja, belum kirim loh ngab","complaint","negative"
"bray ongkos kirim ke jawa tengah berapa?","inquiry","neutral"
"oke mau serius order nih, total jadi berapa?","order","positive"
"min tolong dong balesnya jangan lama2, gw udh nunggu dari kemaren","complaint","negative"
"sis produk ini cocok buat kado gk menurut lo?","inquiry","neutral"
"gas order 10 pcs bray, bisa grosir?","order","positive"
"ngab lucu bgt nih, nanya hari senin dibalesnya jumat wkwkwk produktif","complaint","negative"
"min ada testimoni yg bisa diliat gk?","inquiry","neutral"
"CO nih min! excited banget mau pake produknya 🔥","order","positive"
"ini real talk ya, slow respon dan lama dikemas bikin FOMO ilang sendiri deh","complaint","negative"
"spill dong min enaknya order warna apa buat kuliy sawo mateng","inquiry","neutral"
"mau nambahin 1 item lagi sebelum dipackaging, bisa min?","order","neutral"
"min resi gw udh 5 hari status 'on process' doang, kurir lagi meditasi dulu kali ya","complaint","negative"
"ongkir ke bandung berapa min? pakai sicepat apa JNT?","inquiry","neutral"
"paket gw nyangkut di DC udh 3 hari, mungkin kurirnya lagi betah di sana","complaint","negative"
"min resi ini valid gk? kok gak bisa dilacak sama sekali","inquiry","neutral"
"SELAMAT kurir JNT gw, udh jalan kaki dari jakarta ke surabaya makanya 2 minggu baru nyampe 👏","complaint","negative"
"min ongkir reguler sama express beda berapa?","inquiry","neutral"
"paket nyangkut di gudang 4 hari, mungkin kurirnya lagi nyari alamat pake kompas","complaint","negative"
"min bisa minta no resi sekarang? mau gw lacak","inquiry","neutral"
"kurir sicepat gw keren bgt, tiap hari update statusnya 'in transit' aja selama seminggu. konsisten.","complaint","negative"
"ongkir ke kalimantan berapa min? ada yg lebih murah selain JNT?","inquiry","neutral"
"paket gw statusnya 'delivered' tapi gak ada barangnya, mungkin dikirim ke dimensi lain","complaint","negative"
"min pakai ekspedisi apa yg paling cepet buat jakarta?","inquiry","neutral"
"resi gw update terakhir 6 hari lalu 'masuk gudang', kayaknya kurirnya betah kerja di sana","complaint","negative"
"min ada ongkir gratis gk buat order diatas 200rb?","inquiry","neutral"
"JNT gw legend bgt, paket muter2 dulu ke 3 kota sebelum nyampe ke gw yg cuma 1 jam jauhnya","complaint","negative"
"min sicepat apa JNT lebih recommended?","inquiry","neutral"
"kurir gw baik bgt, daripada ketuk pintu dia langsung foto paket di depan pager trus pergi","complaint","negative"
"ongkir same day ada gak min?","inquiry","neutral"
"status DC gw udh ganti 3x tapi paketnya di tempat yg sama, world tour kali nih paket","complaint","negative"
"min resi yg bener formatnya gmn ya? gw salah nulis kayaknya","inquiry","neutral"
"serius deh kurir sicepat gw patut diacungi jempol, nyampenya tepat waktu — 3 minggu sesuai ekspektasi mereka","complaint","negative"
"min ongkir ke sulawesi berapa via JNT?","inquiry","neutral"
"paket gw nyangkut di DC jaksel udh seminggu, DC = Duduk Cantik kali ya","complaint","negative"
"min estimasi pengiriman sicepat ke jogja berapa hari?","inquiry","neutral"
"kurir kita emng terbaik, paket dikirim pagi, balik lagi ke gudang sore, kayak yo-yo","complaint","negative"
"min ada no CS kurir yg bisa dihubungi?","inquiry","neutral"
"resi gw ilang dari radar 5 hari, mungkin paketnya lagi liburan","complaint","negative"
"ongkir next day ke surabaya berapa min?","inquiry","neutral"
"salut sama JNT, paket gw dikembaliin ke pengirim tanpa konfirmasi, jasa premium bgt","complaint","negative"
"min kalo pakai sicepat cargo beda gak sama reguler?","inquiry","neutral"
"paket nyangkut di gudang sby udh 4 hari, gudangnya kayaknya nyaman bgt buat paket gw istirahat","complaint","negative"
"min ongkir dari jogja ke jakarta berapa via sicepat?","inquiry","neutral"
"kurir JNT gw keren, foto bukti pengiriman ke tetangga yg rumahnya 3 blok jauh, akurasi tinggi","complaint","negative"
"min resi ini kok statusnya balik ke kota asal lagi? ini salah kirim?","complaint","neutral"
"ongkir reguler ama ekonomi beda jauh gak min?","inquiry","neutral"
"paket gw dianter ke RT sebelah, kurir emng suka berbagi kebahagiaan sm tetangga","complaint","negative"
"min sicepat same day beneran same day gak? atau same week?","inquiry","neutral"
"resi gw numpuk di DC 6 hari, mungkin kurirnya lg nunggu cuaca bagus buat antar","complaint","negative"
"min ada ekspedisi selain JNT ama sicepat yg lebih murah?","inquiry","neutral"
"kurir gw sungguh luar biasa, nelponnya sekali doang trus langsung balik ke gudang tanpa nunggu","complaint","negative"
"min ongkir ke papua berapa ya?","inquiry","neutral"
"paket nyangkut di DC bandung 5 hari, DC = Diem Cantik bukan Distribution Center","complaint","negative"
"min kalo resi gak ke scan dari 3 hari lalu itu normal gak?","inquiry","neutral"
"standing ovasi buat JNT, estimasi 2 hari jadi 10 hari, konsisten underdeliver","complaint","negative"
"min mau tanya ongkir ke malang berapa pake sicepat?","inquiry","neutral"
"status 'antar ulang' udh 3x, kurirnya mungkin kangen sama paket gw","complaint","negative"
"min bedanya JNT express ama reguler apa?","inquiry","neutral"
"paket gw kayak hantu, resi ada tapi wujudnya gak pernah nongol","complaint","negative"
"ongkir ke bali berapa min? pakai apa yg recommended?","inquiry","neutral"
"salut kurir sicepat, 'COBA ANTAR' 4x tanpa pernah nelepon, dedikasi bgt","complaint","negative"
"min sicepat kargo minimal berapa kg?","inquiry","neutral"
"resi gw terakhir scan di gudang solo 7 hari lalu, mungkin paketnya betah di sana","complaint","negative"
"min ongkir express beda berapa sama reguler ke jakarta?","inquiry","neutral"
"JNT gw filosof bgt, paket dikirim muter2 dulu biar tau rasanya perjalanan hidup","complaint","negative"
"min paket hilang gimana cara klaimnya?","inquiry","neutral"
"kurir gw hebat, ninggalin paket di pos satpam tanpa info, surprise delivery katanya","complaint","negative"
"min ongkir hemat ke semarang berapa?","inquiry","neutral"
"status 'in transit' 8 hari berturut2, paket gw emng suka traveling","complaint","negative"
"min resi sicepat ini bisa dilacak lewat mana?","inquiry","neutral"
"terima kasih kurir JNT yg udh nitip paket ke warung sebelah tanpa bilang ke gw","complaint","negative"
"min estimasi pengiriman ke medan berapa hari via JNT?","inquiry","neutral"
"paket nyangkut di gudang cengkareng 6 hari, katanya 'on process', proses apa 6 hari wkwk","complaint","negative"
"min sicepat bisa COD gak?","inquiry","neutral"
"resi gw nampak terakhir di DC bekasi 4 hari lalu, semoga baik2 aja di sana","complaint","negative"
"min ongkir ke pontianak berapa via sicepat?","inquiry","neutral"
"kurir terbaik versi gw: JNT, bisa bikin paket 1 kg jadi adventure tour 3 provinsi","complaint","negative"
"min ada pilihan kurir yg bisa ditrack real-time gak?","inquiry","neutral"
"paket gw sebulan belum nyampe, salut bgt sama kurirnya yg kayaknya emng jalan kaki","complaint","negative"
"min JNT ama sicepat mana lebih cepet buat luar jawa?","inquiry","neutral"
"status 'delivery failed' padahal gw di rumah seharian, kurir kita emng suka main petak umpet","complaint","negative"
"min ongkir instant ke depok berapa?","inquiry","neutral"
"paket nyangkut di DC surabaya, ini DC lagi wisata bareng paket gw kali","complaint","negative"
"min kalo paket belum nyampe 14 hari gimana caranya komplain ke kurir?","inquiry","neutral"
"JNT legend, resi update tiap hari tapi lokasinya sama terus. update buat update doang","complaint","negative"
"min sicepat ada layanan penjemputan gak?","inquiry","neutral"
"kurir gw baik hati bgt, paket ditaro di bawah hujan depan pintu. kado gratis: paket basah","complaint","negative"
"min ongkir ke makassar berapa pake JNT?","inquiry","neutral"
"resi 9 hari gak gerak, paket gw kayaknya lg resign dulu dari perjalanan","complaint","negative"
"min bisa pilih kurir sendiri waktu order gak?","inquiry","neutral"
"apresiasi tinggi buat sicepat, estimasi 1 hari jadi 7 hari. 7x lipat effort bgt","complaint","negative"
"min ongkir dari jakarta ke bandung pake sicepat berapa?","inquiry","neutral"
"paket nyangkut di gudang tangerang, mungkin kurir lagi nemenin paket biar gak kesepian","complaint","negative"
"min cara klaim asuransi paket hilang gmn?","inquiry","neutral"
"kurir JNT gw multitasking bgt, nganter ke 5 orang yg salah dulu baru ke gw","complaint","negative"
"min ongkir ke yogyakarta berapa via reguler?","inquiry","neutral"
"status 'diterima' tapi sama siapa? gw sendiri gak nerima apa2","complaint","negative"
"min ada gratis ongkir min pembelian berapa?","inquiry","neutral"
"paket gw tour de java dulu kali, muter2 3 kota sebelum nyampe padahal 1 kota doang jauhnya","complaint","negative"
"min sicepat hiperk itu apa bedanya sama regular?","inquiry","neutral"
"resi gw vacation mode 10 hari, status terakhir 'on the way' — on the way ke mana nih?","complaint","negative"
"min ongkir COD ke bekasi ada gak?","inquiry","neutral"
"standing ovasi kurir sicepat, nelpon sekali trus lgsg foto paket di tanah. profisional bgt","complaint","negative"
"min kalo pake JNT reguler estimasinya bisa meleset jauh gak?","inquiry","neutral"
"paket nyangkut di gudang 11 hari, mungkin gudangnya nyaman jadi paket betah","complaint","negative"
"min ada kurir yg bisa dipakai buat pengiriman hari ini juga?","inquiry","neutral"
"JNT gw terbaik deh, delay 2 minggu tapi gak kasih notif apapun. misterius bgt","complaint","negative"
"min ongkir express ke surabaya berapa ya estimasinya?","inquiry","neutral"
"min resi nyangkut di DC 5 hari, apa DC singkatan dari Diem aja Cuy?","complaint","negative"
"ongkir ke balikpapan berapa min? JNT apa sicepat lebih murah?","inquiry","neutral"
"kurir sicepat gw paling rajin, antar paket ke tetangga 5 rumah sebelah. senang berbagi rupanya","complaint","negative"
"min ada vocher gak hari ini? mau order tp msh nunggu diskon","inquiry","neutral"
"grtis ongkir minimum belinya berapa min?","inquiry","neutral"
"flash sale kapan lagi min? kemarin kehabisan mulu","complaint","negative"
"min bisa potong hrga gak kalo beli 2? masa gak bisa nego dikit","inquiry","neutral"
"vocher new member masih ada gak min?","inquiry","neutral"
"min stok diskon 50% udh abis ya?? nyesel telat buka hp","complaint","negative"
"bisa grtis ongkir gak min kalo ordernya malem ini?","inquiry","neutral"
"min nego dong, kalo beli 5 pcs kurangin 10rb aja bisa gak?","inquiry","neutral"
"flash sale besok ada gak min? mau nunggu dulu nih","inquiry","neutral"
"min kehabisan stok diskon terus, kapan restock yg harga promo?","complaint","negative"
"voucher diskon 20% masih berlaku gak min?","inquiry","neutral"
"min ongkirnya mahal bgt, bisa digratiin gak kalo mau order?","complaint","negative"
"nego min, masa kurang 5rb aja gak mau? gak ada jiwa sosialnya","inquiry","negative"
"min kapan ada promo harbolnas lagi?","inquiry","neutral"
"stok flash sale abis mulu sebelum gw sempet beli, sistemnya eror apa gmn?","complaint","negative"
"min vocher GRATIS50 masih bisa dipake gak?","inquiry","neutral"
"potong hrga dong min, udh jadi pelanggan setia masa gak dikasih diskon","inquiry","neutral"
"min grtis ongkir buat member lama ada gak?","inquiry","neutral"
"flash sale jam berapa mulainya min? biar gw ready dari awal","inquiry","neutral"
"min masa gak bisa nego sama sekali, toko lain bisa loh","complaint","negative"
"vocher ulang tahun toko masih ada gak min?","inquiry","neutral"
"min tolong dong grtis ongkirnya, ordernya lumayan banyak nih","inquiry","positive"
"stok diskon abis lagi!! ini selalu kehabisan, kapan dibenerinnya??","complaint","negative"
"min bisa potong hrga gak kalo bayar cash transfer?","inquiry","neutral"
"promo bundling kapan ada lagi min?","inquiry","neutral"
"min kasih diskon dong, temen gw beli harga segitu kok gw gak bisa","complaint","negative"
"grtis ongkir cuma berlaku jam berapa aja min?","inquiry","neutral"
"vocher referral masih aktif gak min?","inquiry","neutral"
"min nego dikit boleh gak, udh mau order banyak soalnya","inquiry","neutral"
"flash sale hari ini ada gak min? atau harus nunggu tanggal 11?","inquiry","neutral"
"min kehabisan stok promo mulu, ini disengaja buat bikin kesel pelanggan?","complaint","negative"
"ongkir kemahalan min, masa segitu? toko sebelah gratis","complaint","negative"
"min ada kupon diskon buat pembelian pertama gak?","inquiry","neutral"
"nego dong min, kurangin 15rb aja dari total, bisa kan?","inquiry","neutral"
"min vocher cashback masih jalan gak?","inquiry","neutral"
"stok diskon abis dalam 2 menit, ini gak masuk akal, bot semua yang beli","complaint","negative"
"min kalo beli diatas 300rb dapet grtis ongkir gak?","inquiry","neutral"
"promo double double kapan lagi min? kemarin gak sempet","inquiry","neutral"
"min potong hrga dong kalo ambil 10 pcs sekaligus","inquiry","neutral"
"vocher HEMAT20 masih bisa dipakai min?","inquiry","neutral"
"min kok grtis ongkir nya udh gak berlaku? katanya sampe akhir bulan","complaint","negative"
"flash sale product yg gw incer gak pernah masuk, kapan masuk min?","complaint","negative"
"min nego ya, masa gak bisa sama sekali? kaku bgt","inquiry","negative"
"promo special weekend masih ada gak min?","inquiry","neutral"
"min vocher diskon khusus app ada gak?","inquiry","neutral"
